RegionID,SizeRank,RegionName,RegionType,StateName,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30
102001,0,United States,country,,1316.882136637894,1327.0777464964406,1336.9853435935402,1347.1897233027762,1353.39416654281,1359.0747448279765,1361.029590321986,1362.4845205368892,1361.999590362036,1361.6491927354823,1364.5508758774174,1369.9635989646629,1379.3099436637972,1386.8981184265053,1395.1340671143669,1401.4695167747916,1406.7656445057798,1409.0350375359644,1408.8995577988226,1407.30661794629,1405.2022373388074,1404.1324056611259,1407.0101033099315,1414.139039154611,1423.957912266618,1434.3205069613127,1444.260426834133,1452.9803490625695,1459.675943368389,1462.720983194789,1462.7582912302303,1460.6586161571072,1458.5885261920896,1458.3447147847714,1461.491240912812,1467.1463844022178,1476.3064988406925,1486.1209739125027,1496.664600950628,1506.2131101790021,1513.587553932869,1518.7534430136468,1519.1501590790076,1518.1205734078208,1516.885697285045,1517.6815905690892,1520.5637469492897,1526.1270531750154,1535.2927557083965,1546.0800475935948,1557.5313854396513,1568.0842192596685,1575.9769426642058,1580.1167455553257,1580.0159625179099,1578.174732510676,1575.6007755144728,1575.8936292255837,1579.3064904743235,1587.3760621791012,1595.6388636979066,1594.9860515390533,1590.984242918068,1588.0159288183115,1593.38471052321,1595.956017790303,1594.258841751508,1590.6599512372927,1590.8184146465362,1593.232692919268,1598.6631019723222,1606.4033152045265,1622.052751452369,1645.4342810369706,1676.6247208154375,1711.373930235012,1748.5564061307957,1784.3054731107286,1812.8405511670276,1830.9599608557214,1842.6327647554585,1853.7099042506816,1862.3127755607284,1878.0411549874782,1893.431255543608,1917.1604441981058,1939.707276913991,1965.3961283407123,1987.4912996825055,2002.482563247692,2008.1402974696985,2006.0816805138966,1997.638717852979,1992.4210794927783,1991.2667562918439,1997.228610099166,2006.3542159240098,2018.0553533795282
394913,1,"New York, NY",msa,NY,2443.7642140813095,2464.7193695686606,2483.196869747318,2500.9718872788926,2512.7183502988996,2527.235246230345,2535.637527167502,2538.1218254911387,2530.418569989701,2520.9399112044953,2514.3930784673457,2517.0745011795516,2522.6026453643312,2533.3207294397744,2545.9759341722825,2562.720678332714,2575.7105453269514,2579.940612004184,2580.8275172984845,2572.804192209809,2565.740194051451,2552.948050237301,2545.6389283596955,2545.900785135765,2553.484773804033,2568.1320659261482,2586.4192425630345,2604.5406078040505,2620.435513267543,2625.2868896925197,2626.368053754012,2615.5971259457133,2599.102125884117,2586.275808653187,2578.66081838792,2584.034782775153,2589.8058642627093,2605.872073285904,2623.8697279603816,2643.817772446511,2659.6822086590846,2671.118698360849,2674.0779055242515,2668.8016102827823,2657.0799702691925,2646.6552984266696,2639.8404178940978,2644.2146577095086,2656.519833721848,2671.5830722623036,2694.2888499730625,2715.8557672218717,2738.3067574874326,2747.6706085492388,2744.4818586147617,2736.5147237339547,2720.576069506948,2713.8003473874332,2713.245756069859,2727.7145755657048,2740.3002554290692,2734.0038533431784,2714.5286168040434,2687.1402537584695,2660.9150812154658,,,2512.370803987502,2480.0895367122052,2464.501275650144,2462.847972073924,2466.083846057446,2485.3888675112707,2516.052247664508,2565.911619733042,2622.574178864677,2687.8326856402414,2749.7302452437234,2802.9283895134386,2836.5595778327925,2858.6624819436215,2876.9720473182233,2898.104052162362,2935.4611537869164,2978.231449401574,3030.895777216303,3089.2241936041814,3151.8669169054733,3207.491919639058,3233.5735120945888,3231.414682188176,3207.8854312330327,3175.252086888125,3151.6382389997625,3143.6961156050966,3159.4681308081217,3188.5543550372804,3229.3464776834226
753899,2,"Los Angeles, CA",msa,CA,1921.95193761423,1935.5678889058483,1948.9028935065467,1961.2094369773988,1978.3396886568926,1992.53980470259,2003.693106764541,2007.515046634446,2011.8651374945805,2016.3210570509539,2025.2711236292605,2038.7856482678578,2053.023695648813,2064.792739992839,2077.040620707969,2089.5772543513417,2103.506829040843,2110.8220489533446,2118.2598749567182,2120.416360337965,2122.1294232705327,2123.5883636245503,2133.503842271369,2148.927274891987,2166.6455019388404,2182.2408603301687,2195.3916823737627,2206.1898486999266,2216.876899485677,2225.0349270826246,2232.52582295739,2235.5152806569017,2239.2743137581842,2240.870291004008,2246.201801868685,2253.5409976677042,2265.0714769620886,2276.6769549874507,2288.427117359612,2301.2313095208333,2312.264724837518,2323.716003417569,2329.2963166288,2334.3536588677935,2337.549127716553,2342.5208737683765,2348.345750651121,2354.5090211833162,2362.245070605793,2371.9082611035515,2380.474596507924,2392.5592256703617,2401.944828337089,2411.8173829492466,2416.7084342570993,2418.5434438165676,2417.619003265429,2422.459077880174,2429.216103239472,2436.9619690747186,2437.1383597815548,,,2387.7106908693368,2389.4040367236607,2389.3767315087284,2390.7731493060587,2391.319140831635,2398.4366899005277,2399.822633366245,2402.1046778135433,2406.0769884988554,2419.9042324621155,2439.0783222623404,2467.20652815234,2504.6503238181294,2554.2443448565996,2613.4558873223227,2660.6528509227637,2695.5439618583873,2713.1595990613087,2733.6263022022545,2750.565012735012,2775.1791030465024,2802.0623234655495,2835.175022063491,2867.8781735134194,2893.9268787054257,2916.7879771492776,2931.511579184943,2939.060199145059,2934.669744669705,2926.5080920693363,2918.4278971870094,2913.352030152322,2916.9074615854315,2926.201136173048,2940.362187050596
394463,3,"Chicago, IL",msa,IL,1490.4537630133875,1502.1351504992745,1513.653098370196,1523.1417417486127,1529.5254052587563,1533.5191696210525,1532.79913325662,1526.9160565884638,1517.062534437743,1513.560152309447,1515.8420773791713,1526.4657067558187,1536.8603638968875,1547.4785070960154,1556.8994271021506,1565.4175336932913,1573.157869640965,1576.370639350886,1570.2713702159108,1558.1804421228708,1545.8537544020517,1540.4684767135018,1542.3471470563038,1554.8642516124619,1571.3843071235244,1589.4297732868872,1601.1988142081336,1608.2064890025242,1612.2854391326612,1610.7793175904342,1605.0263522319228,1595.0416364412815,1585.9491067109445,1583.3268498252476,1586.3676718073782,1595.0893715455993,1606.7033849269453,1617.453311328243,1629.5045820932396,1638.9659220024037,1647.0745163843826,1647.0716499621617,1642.1545789212166,1630.4198658872365,1622.6869189090394,1617.092093204879,1621.1687535685921,1629.0923012153562,1642.44609972963,1657.4449590155655,1670.9479490746564,1682.928507884203,1689.0826375857173,1690.5852907885856,1687.0197912554972,1680.5607707098272,1671.5634684394056,1665.191334030323,1668.6875896078955,1679.2598951078323,1693.1199502596148,1695.4480161425395,1693.9771448363601,1688.6347115687975,1688.0858869006106,1681.2589223626555,1665.6912661870062,1644.2877731529245,1626.3112612427108,1616.326669262634,1613.5126507521766,1617.6664866509655,1634.418227881716,1664.5877975212268,1701.2580199186277,1732.7361806679776,1755.7758736837386,1773.0672819370357,1781.5176893751056,1782.267968495418,1780.0469097246066,1784.6689099926546,1797.1715624499614,1813.8443117765214,1834.331682556654,1857.5681724909869,1883.6549445288783,1906.1334029413188,1926.6757344355208,1935.9651152735587,1939.0420872325196,1936.999439153085,1930.5243028870143,1931.1149917841317,1934.7977890424174,1949.6480141810173,1963.4105376348855,1981.4530140575537
394514,4,"Dallas, TX",msa,TX,1156.5620259523366,1167.5669880333255,1178.8058652191428,1187.4818599349821,1193.25739605191,1198.6046510088531,1200.6442998674245,1200.2578563275333,1199.128429267554,1199.1855313360174,1203.312659329077,1209.3809371799732,1219.2451741043164,1228.4290983575088,1237.4829857180569,1244.8624937166114,1250.2930495722733,1253.3903111935963,1253.6923517089624,1254.3183506409407,1254.6247461624052,1255.4323049404031,1258.3711323597195,1262.8932023972025,1272.482402279571,1280.8833099970466,1292.9511400611618,1301.5012976835733,1308.9245231414084,1311.6406491988957,1311.6348594183187,1310.5018235314813,1308.007503531263,1307.0306019262887,1309.4743474979027,1317.0029096030835,1323.4430947444255,1331.0762268498618,1334.5423595658044,1342.8519740470203,1347.5583912825034,1353.715925108009,1352.8559520664528,1353.9126906915835,1354.5375464091076,1354.3897442538967,1355.538089296441,1360.0629227660713,1369.8056962814287,1379.188703549461,1386.8732220942106,1397.1349847142558,1403.4812152305985,1406.3565091404096,1406.4010211036698,1404.9182691362137,1402.3661606872233,1398.6731731595216,1399.102512202486,1403.9107749858788,1410.537026320126,1409.839972433345,1407.565208481619,1406.841896008172,1411.4303261421803,1415.0270533800006,1415.7799363347424,1419.4701457328663,1423.5675742943442,1428.5668277281866,1432.6656857725807,1438.7420042650344,1450.9850060963136,1472.8242266530322,1503.562322762115,1540.944610085954,1580.2750301355059,1617.9879128883958,1646.8739299955373,1662.7046276074961,1674.626214271059,1682.9476015256987,1692.3220045381709,1701.9684146585118,1713.5652222035783,1735.4354913258464,1762.8780045356336,1796.9592560712845,1822.7370361690573,1834.6059681880424,1833.9546510240357,1821.6645635418704,1806.9018516827323,1791.5182767498588,1785.8075329372114,1788.1228452266246,1795.573722856441,1801.5174307303034
394692,5,"Houston, TX",msa,TX,1282.3136978406462,1289.0428577950727,1298.305096186341,1308.9829603987812,1314.857221636478,1320.8341061322867,1319.2423937522017,1315.0159173793165,1308.5669599345772,1305.3183165497621,1305.2178360696225,1308.687192215168,1312.2591209059685,1316.882549346948,1319.458080585525,1322.0908416047548,1322.1006821312894,1319.0286611462054,1313.6250720807698,1309.8076604965538,1303.9646588902765,1300.792493092203,1298.5809434993184,1305.1125090617695,1313.5816343249614,1319.8312981597019,1325.799084622937,1327.3337659838023,1328.2282599359332,1326.3038939029395,1329.3073478422,1338.2875623399937,1347.4840116942237,1353.7768082188668,1355.146304917284,1357.8575774291567,1362.122476959048,1369.4598350143744,1375.0460952302274,1379.4234062916698,1382.49641910043,1381.8775690664193,1379.097747130983,1376.02551585787,1378.9535608367976,1379.5892697428494,1378.8055123009106,1376.488238605802,1380.5398751999066,1385.9801099924307,1393.4728751344924,1400.4844824784627,1405.8932377932395,1406.2340868213907,1403.1854889575322,1401.5883533330764,1401.182042093854,1403.9735302856288,1405.7833480496472,1409.202190068993,1412.422353289333,1407.1735884142386,1398.1301006988438,1390.7420068005954,1391.4615257478133,1396.1658038668204,1397.0579737965777,1401.2898119083197,1404.7664463249505,1406.9004515844122,1406.3394687776117,1403.0852679115587,1409.130169675369,1423.108046187384,1450.5979111008332,1482.3173952820541,1513.5510920664285,1540.0821120777998,1553.143768782594,1561.8973202685356,1565.7744226976008,1573.7327113967654,1577.4496341158888,1585.6017991148335,1594.263069169583,1607.1548225978743,1620.463004863147,1635.021079316447,1648.6722349015706,1657.369679290643,1657.1264288048087,1651.760259987097,1643.4352936557875,1638.0365263525082,1643.4890943694663,1651.2658915957234,1661.996669211232,1667.8288305533176
395209,6,"Washington, DC",msa,VA,1787.410979636134,1796.223913513724,1804.0572569708656,1813.9938474541746,1817.6256610092437,1821.8419910122495,1817.7983234559824,1816.9891837732794,1809.5032310500221,1808.8973662578785,1807.45083290015,1814.6643052010368,1821.8249211939192,1829.9510952951857,1837.6853880719268,1845.3513709639062,1851.23969766668,1852.4985717018474,1846.0829255659492,1838.784847190718,1830.9930866495827,1828.79043408683,1832.5608187205116,1844.0539458842186,1855.3054700991997,1866.591271275984,1872.1573667893383,1879.6880537073876,1880.9680879479645,1884.1134578310364,1883.3840739712384,1879.0978470005537,1868.3703094485302,1861.8397210298765,1862.636690123138,1869.6263351492303,1879.5764826711331,1891.2739534495295,1902.5841130552433,1914.294873754842,1923.276343678051,1929.2459851584435,1925.6758114768206,1920.2685582869253,1917.5678478964521,1919.4436077348657,1923.1830094935353,1929.0328364398981,1937.460264691084,1949.627275820452,1960.661875639444,1972.5244952444273,1979.5936002585695,1983.9128381581093,1984.1727084189467,1978.5383042053197,1970.2541368222155,1965.5448506594303,1970.252830139544,1977.824741844194,1987.5000711063242,1984.1692732479612,1977.3456850981609,1967.871452718772,1965.695371603308,1961.0994676845855,1946.0294172190083,1926.3427237731082,1905.2953009264834,1894.9733098745,1892.8150840133887,1901.2672322948647,1911.0608522740276,1932.5856132596377,1964.2783814114373,2006.2061839348155,2047.7983072343648,2084.78059097017,2108.6932026043764,2121.4953223442644,2122.3851229994893,2123.798568097085,2124.200371497664,2133.7579709021543,2149.246781868327,2172.698113274044,2198.1082773802063,2225.5906352320876,2248.8830135578264,2265.0111693584754,2269.0052123644455,2259.192189162137,2240.1037105905198,2222.5933160865566,2218.412133594475,2228.1552403321107,2248.283956906449,2264.324238567148
394974,7,"Philadelphia, PA",msa,PA,1346.057380381685,1352.5153922815807,1363.050015740904,1368.6195780025935,1372.2008691937883,1374.5830041822803,1373.9366979976464,1371.8916123452605,1367.1589498224669,1364.39840064997,1366.2013490482118,1370.574537641801,1381.515874082107,1390.1694725215286,1399.1994948063818,1404.1473458354146,1406.2435397240793,1404.4769299913376,1401.5989554292714,1398.9652653908504,1401.498070184095,1401.9563664707875,1403.5588411389178,1408.7431654806182,1416.6802000487098,1427.079414059416,1434.592869729391,1439.392043721365,1442.5101138063628,1442.9142850045075,1440.7437434676438,1439.4705974475037,1439.386382207813,1442.6835104805748,1442.5823830318627,1444.4488644200771,1451.9889884788859,1463.794833136012,1476.9213019987958,1483.7995486731868,1486.7538323982835,1485.7654109520208,1484.409841492678,1485.1801276134183,1485.3772367488548,1485.345041938677,1487.7021827482815,1493.114294443927,1505.212908510837,1516.138571468713,1526.4070874198308,1536.196959215891,1542.7207579545277,1544.9292586108375,1541.5482031335441,1538.624374470689,1537.3021094370806,1537.145498556978,1539.1915087770396,1549.714089325183,1560.6838279075105,1562.982324138246,1560.8139876483283,1558.4098961057152,1564.8794304684402,1568.9054025378093,1570.0508548225378,1567.8202479400761,1567.2765915819964,1570.2110099476458,1571.9456890861031,1573.041900463485,1579.5649819575144,1597.3072145150531,1623.361592191107,1647.741942494837,1671.4787352538435,1695.8977448007142,1717.769572198731,1733.2416956825734,1739.3764979924279,1751.457466837686,1756.2063823944352,1767.3777684079664,1774.7637650587387,1792.2265992265548,1808.1070856320048,1826.0132833460177,1843.3578315835452,1855.0174723321118,1857.2402975986088,1852.6030841147276,1846.3794623118345,1842.389484264874,1841.6446481480598,1842.761387195208,1846.7344601703253,1854.6614869715495
394856,8,"Miami, FL",msa,FL,1595.5266312883386,1602.7932699290102,1608.5899617435343,1619.9136363729003,1627.9076832830233,1636.7921283729,1645.5297183458033,1659.6820979674271,1669.0620709705354,1673.6120214021557,1677.6493798198997,1682.139281402847,1688.5952835545563,1687.281341932496,1686.4186628248349,1684.4377424538795,1687.9281524630587,1690.8833247718167,1694.2745482062755,1697.39438859512,1701.8707095000746,1702.4612587118172,1706.5138468880962,1709.1974762971618,1716.0387145642164,1718.048055808636,1719.4580575623836,1723.4664146864106,1728.7121844648623,1735.1967559464936,1738.827606123997,1745.8811895776817,1749.4431215258196,1754.463123534501,1755.3163143611573,1759.2766211747348,1761.2555348562973,1763.7294767493065,1767.008797791905,1773.2612347554696,1779.1465831077953,1787.1860594025527,1792.76095170982,1800.5901809099662,1804.8032746503868,1810.2623593195515,1811.2609155103203,1813.2501534178211,1815.243910835089,1818.6501726500276,1820.6875118876665,1823.0473848170832,1828.8853862682145,1834.0809190592174,1842.1822744264343,1850.174408878298,1860.9654403144352,1869.6430933434306,1874.1906366965761,1878.8206337086574,1880.2876047063803,1873.654495034073,1861.2099417581246,1850.185038887679,1853.7166580700932,1860.089355291224,1868.5542011478938,1877.4179540390403,1896.1814169654401,1914.6062987698813,1938.5325554583737,1958.2865989487307,1987.9565507303532,2022.3776431355757,2068.697032510759,2125.3776664781144,,2274.5815202419076,2344.408499576405,2397.9626945815085,2449.9947528775465,2504.9028224297667,2550.7960283165717,2588.345791676111,2623.3229128387557,2664.1919051091513,2703.8495877841824,2732.4419626750187,2753.1104011498073,2761.095775261709,2774.5957092474273,2782.833772720627,2794.8835679309636,2791.6365299245062,2789.5486879525474,2787.4539256478447,2796.063759141934,2804.5956891329065
394347,9,"Atlanta, GA",msa,GA,1097.7193417198023,1106.8768031164097,1116.288842168421,1126.5576235274566,1136.2370808667067,1141.5861932064342,1143.6584866460882,1142.7553819732177,1143.244328196176,1145.4488232023577,1148.246099389994,1154.550052433088,1165.0310056986139,1174.6874038123372,1182.8150992794604,1191.1508561087335,1200.8269430421515,1207.5453536812936,1208.7195887658,1210.8134066629343,1211.2518136768467,1212.1728636915946,1214.1700109927401,1221.2848711375034,1232.5591642132488,1243.2505741164211,1254.4983307319321,1264.3209671306129,1274.1057865063808,1281.6980925978426,1285.9139065420277,1284.5172253445805,1283.076610384061,1284.5901964454874,1290.7220298580776,1298.105705589513,1307.5275703077518,1318.4186511071075,1332.7720776734025,1344.001833317312,1352.3252073095698,1357.197082937321,1359.42739846842,1363.2256670602474,1367.5729515246019,1371.711376356487,1379.3739237653358,1385.0372316841017,1395.73582759935,1404.644872204499,1416.066524550785,1426.2602443424921,1434.5177549227044,1440.5442362648562,1443.133236381711,1442.7406740297388,1440.8766674038866,1440.5098429773398,1444.9861970363613,1453.0768836077393,1460.7091837563246,1460.1340950157469,1457.051281886281,1460.5650352025298,1472.7926042591794,1489.1676407754553,1500.2906068451189,1511.31488290972,1518.1578737847726,1528.2899041593234,1539.3537020793676,1555.7374220548297,1575.2640965070157,1601.543858282829,1634.4481383719205,1677.2130398224085,1726.7895206391647,1780.1329782282362,1819.1220856928865,1843.407266784685,1850.8536664559585,1855.3800147385377,1858.6061755523242,1866.5762684424676,1877.2439206071285,1887.0411306388557,1904.764425041607,1929.019352438027,1958.9833294928362,1977.4974929399339,1985.456489186899,1979.6233040167983,1969.2170385855936,1962.9588198409215,1957.956113994327,1963.2879581974746,1967.835418915037,1979.6300641390856
